Resumo geral;Pagamentos pendentes;Pagamentos finalizados;Valor total
 ;$ 0,00;$ 55.875,19;$ 55.875,19
Descrição;Veículo;Fornecedor;Funcionário;Viagem;Data de cadastro;Data de vencimento;Data de pagamento;Valor total;Pago?
MULTA;NWA-3I75 - VOLKSWAGEN 8120;DETRAN MT;"";"";10/12/2024 06:58:00;28/08/2025 10:16:00;28/08/2025 10:16:00;$ 390,46;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33039;MULTA POR NAO IDENTIFICAR O CONDUTOR INFRATOR;1;$ 390,46;$ 390,46
MULTA;JYU-1051 - VOLKSWAGEN 8.120;DETRAN MT;"";"";10/12/2024 03:46:00;27/08/2025 13:21:00;27/08/2025 13:21:00;$ 260,32;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33042;MULTA POR NAO IDENTIFICAÇÃO DO CONDUTOR;1;$ 260,32;$ 260,32
MULTA;BAV6C31 - VW/8.160 DRC 4X2;DETRAN MT;"";"";08/12/2024 14:41:00;26/08/2025 14:41:00;26/08/2025 14:41:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;BDX-9H60 - VW/9.170 DRC 4X2;DETRAN MT;"";"";02/12/2024 16:20:00;26/08/2025 16:38:00;26/08/2025 16:38:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33045;EXECUTAR OPERAÇÃO CONVERSAO EM LOCAL PROIBIDO;1;$ 195,23;$ 195,23
MULTA E431577425;JYU-1051 - VOLKSWAGEN 8.120;DETRAN MT;"";"";21/11/2024 14:11:00;31/03/2025 14:11:00;19/09/2025 13:33:00;$ 306,08;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33041;AVANCAR SINAL VERMELHO DO SEMAFORO;1;$ 306,08;$ 306,08
MULTA;JYU-1051 - VOLKSWAGEN 8.120;DETRAN MT;"";"";21/11/2024 08:50:00;27/08/2025 13:23:00;27/08/2025 13:23:00;$ 293,47;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33041;AVANCAR SINAL VERMELHO DO SEMAFORO;1;$ 293,47;$ 293,47
MULTA EM ABERTO;JYU-1051 - VOLKSWAGEN 8.120;DETRAN MT;"";"";21/11/2024 08:50:00;08/09/2025 14:23:00;10/09/2025 16:10:00;$ 234,78;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33041;AVANCAR SINAL VERMELHO DO SEMAFORO;1;$ 234,78;$ 234,78
MULTA;QRD-7I51 - VOLKSWAGEN 11180;DETRAN MT;"";"";14/11/2024 20:51:00;30/08/2025 08:45:00;30/08/2025 08:45:00;$ 293,47;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33041;AVANCAR SINAL VERMELHO DO SEMAFORO;1;$ 293,47;$ 293,47
MULTA;NVX3C19 - I/TOYOTA HILUX CS4X4CHAS;DETRAN MT;"";"";14/11/2024 15:15:00;28/08/2025 09:06:00;28/08/2025 09:06:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;SPI-3A99 - VW/DELIVERY 11.180;DETRAN MT;"";"";13/11/2024 09:00:00;30/08/2025 09:46:00;30/08/2025 09:46:00;$ 260,32;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33042;MULTA POR NAO IDENTIFICAÇÃO DO CONDUTOR;1;$ 260,32;$ 260,32
MULTA;JYU-1051 - VOLKSWAGEN 8.120;DETRAN MT;"";"";05/11/2024 17:44:00;27/08/2025 13:24:00;27/08/2025 13:24:00;$ 293,47;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33041;AVANCAR SINAL VERMELHO DO SEMAFORO;1;$ 293,47;$ 293,47
MULTA;"";DETRAN MT;"";"";01/11/2024 16:18:00;29/08/2025 14:19:00;29/08/2025 14:19:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33057;PARAR SOBRE FAIXA DE PEDESTRE;1;$ 130,16;$ 130,16
MULTA;QRD-7I51 - VOLKSWAGEN 11180;DETRAN MT;"";"";31/10/2024 08:43:00;30/08/2025 09:02:00;30/08/2025 09:02:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;QTW4D43 - TOYOTA/HILUX CSLSTM4FD;DETRAN MT;"";"";31/10/2024 08:43:00;30/08/2025 09:25:00;30/08/2025 09:25:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;NWA-3I75 - VOLKSWAGEN 8120;DETRAN MT;"";"";30/10/2024 03:58:00;28/08/2025 10:17:00;28/08/2025 10:17:00;$ 586,94;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33039;MULTA POR NAO IDENTIFICAR O CONDUTOR INFRATOR;1;$ 586,94;$ 586,94
MULTA;NWA-3I75 - VOLKSWAGEN 8120;DETRAN MT;"";"";23/10/2024 08:52:00;28/08/2025 10:46:00;28/08/2025 10:46:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33061;DEIXAR O PASSA DE USAR CINTO DE SEG;1;$ 195,23;$ 195,23
MULTA;NWA-3I75 - VOLKSWAGEN 8120;DETRAN MT;"";"";17/09/2024 07:59:00;28/08/2025 10:49:00;28/08/2025 10:49:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33045;EXECUTAR OPERAÇÃO CONVERSAO EM LOCAL PROIBIDO;1;$ 195,23;$ 195,23
MULTA;JYU-1051 - VOLKSWAGEN 8.120;DETRAN MT;"";"";11/09/2024 18:22:00;27/08/2025 13:26:00;27/08/2025 13:26:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;CVP1962 - VOLKSWAGEN 8120;DETRAN MT;"";"";27/08/2024 10:22:00;27/08/2025 09:55:00;27/08/2025 09:55:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33059;DEIXAR O CONDUTOR DE USAR O CINTO SEGURANÇA;1;$ 195,23;$ 195,23
MULTA;LKQ-1G03 - VW/8.120 EURO3;DETRAN MT;"";"";31/07/2024 09:42:00;27/08/2025 15:10:00;27/08/2025 15:10:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33065;condu veic c/EQUIP obrig DESACORDO CONTRAN;1;$ 195,23;$ 195,23
MULTA;BAV6C31 - VW/8.160 DRC 4X2;DETRAN MT;"";"";24/07/2024 15:22:00;26/08/2025 14:53:00;26/08/2025 14:53:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;BAV6C31 - VW/8.160 DRC 4X2;DETRAN MT;"";"";18/07/2024 14:51:00;26/08/2025 14:57:00;26/08/2025 14:57:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33040;TRANSITAR COM OS FAROIS DESLIGADOS;1;$ 130,16;$ 130,16
MULTA;BDX-9H60 - VW/9.170 DRC 4X2;DETRAN MT;"";"";08/07/2024 08:59:00;26/08/2025 16:22:00;26/08/2025 16:22:00;$ 293,47;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33044;TRANSITAR PELA CONTRA MÃO;1;$ 293,47;$ 293,47
MULTA;OQB-6A99 - FIAT/STRADA WORKING;DETRAN MT;"";"";06/07/2024 07:18:00;29/08/2025 14:33:00;29/08/2025 14:33:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;CVP1962 - VOLKSWAGEN 8120;DETRAN MT;"";"";04/07/2024 10:04:00;27/08/2025 09:56:00;27/08/2025 09:56:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33059;DEIXAR O CONDUTOR DE USAR O CINTO SEGURANÇA;1;$ 195,23;$ 195,23
MULTA;QRD-7I51 - VOLKSWAGEN 11180;DETRAN MT;"";"";20/06/2024 07:43:00;30/08/2025 09:03:00;30/08/2025 09:03:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;BDX-9H60 - VW/9.170 DRC 4X2;DETRAN MT;"";"";17/06/2024 12:06:00;26/08/2025 16:28:00;26/08/2025 16:28:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;BEH6C13 - VW/6.160 DRC 4X2;DETRAN MT;"";"";13/06/2024 02:31:00;27/08/2025 09:28:00;27/08/2025 09:28:00;$ 260,32;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33042;MULTA POR NAO IDENTIFICAÇÃO DO CONDUTOR;1;$ 260,32;$ 260,32
MULTA;BDX-9H60 - VW/9.170 DRC 4X2;DETRAN MT;"";"";13/06/2024 00:00:00;26/08/2025 16:45:00;27/08/2025 09:09:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33046;TRANSITAR VELOCIDADE SUP A MAX PERMIT 20% 50%;1;$ 195,23;$ 195,23
MULTA;CVP1962 - VOLKSWAGEN 8120;DETRAN MT;"";"";08/06/2024 09:46:00;27/08/2025 09:58:00;27/08/2025 09:58:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33060;EXECUTAR CONVERSAO A ESQ EM LOCAL PROIBIDO;1;$ 195,23;$ 195,23
MULTA;QBK-1J74 - FORD CARGO 816;DETRAN MT;"";"";18/05/2024 12:00:00;29/08/2025 15:38:00;29/08/2025 15:38:00;$ 293,47;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33041;AVANCAR SINAL VERMELHO DO SEMAFORO;1;$ 293,47;$ 293,47
MULTA;QBK-1J74 - FORD CARGO 816;DETRAN MT;"";"";09/05/2024 08:17:00;29/08/2025 15:47:00;29/08/2025 15:47:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;BDX-9H60 - VW/9.170 DRC 4X2;DETRAN MT;"";"";04/05/2024 12:46:00;26/08/2025 16:33:00;26/08/2025 16:33:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;BEH6C13 - VW/6.160 DRC 4X2;DETRAN MT;"";"";28/04/2024 10:26:00;27/08/2025 09:29:00;27/08/2025 09:29:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;BEH6C13 - VW/6.160 DRC 4X2;DETRAN MT;"";"";27/04/2024 17:28:00;27/08/2025 09:31:00;27/08/2025 09:31:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33058;EM MOVIM DE DIA, DEIX DE MAN LUZ BAIXA SOB;1;$ 130,16;$ 130,16
MULTA;QRD-7I51 - VOLKSWAGEN 11180;DETRAN MT;"";"";24/03/2024 07:12:00;30/08/2025 09:07:00;30/08/2025 09:07:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;QTW4D43 - TOYOTA/HILUX CSLSTM4FD;DETRAN MT;"";"";24/03/2024 07:12:00;30/08/2025 09:29:00;30/08/2025 09:29:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;QRD-7I51 - VOLKSWAGEN 11180;DETRAN MT;"";"";13/03/2024 15:39:00;30/08/2025 08:46:00;30/08/2025 08:46:00;$ 293,47;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33041;AVANCAR SINAL VERMELHO DO SEMAFORO;1;$ 293,47;$ 293,47
MULTA;QRD-7I51 - VOLKSWAGEN 11180;DETRAN MT;"";"";12/03/2024 15:48:00;30/08/2025 08:47:00;30/08/2025 08:47:00;$ 293,47;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33041;AVANCAR SINAL VERMELHO DO SEMAFORO;1;$ 293,47;$ 293,47
MULTA;QRD-7I51 - VOLKSWAGEN 11180;DETRAN MT;"";"";11/03/2024 07:58:00;30/08/2025 08:48:00;30/08/2025 08:48:00;$ 293,47;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33041;AVANCAR SINAL VERMELHO DO SEMAFORO;1;$ 293,47;$ 293,47
MULTA;CVP1962 - VOLKSWAGEN 8120;DETRAN MT;"";"";04/03/2024 15:02:00;27/08/2025 10:01:00;27/08/2025 10:01:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33059;DEIXAR O CONDUTOR DE USAR O CINTO SEGURANÇA;1;$ 195,23;$ 195,23
MULTA;QRD-7I51 - VOLKSWAGEN 11180;DETRAN MT;"";"";29/02/2024 19:16:00;30/08/2025 08:49:00;30/08/2025 08:49:00;$ 293,47;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33041;AVANCAR SINAL VERMELHO DO SEMAFORO;1;$ 293,47;$ 293,47
MULTA;BAV6C31 - VW/8.160 DRC 4X2;DETRAN MT;"";"";12/02/2024 15:50:00;26/08/2025 15:02:00;26/08/2025 15:02:00;$ 293,47;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33041;AVANCAR SINAL VERMELHO DO SEMAFORO;1;$ 293,47;$ 293,47
MULTA;NVX3C19 - I/TOYOTA HILUX CS4X4CHAS;DETRAN MT;"";"";10/02/2024 16:00:00;28/08/2025 09:07:00;28/08/2025 09:07:00;$ 293,47;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33041;AVANCAR SINAL VERMELHO DO SEMAFORO;1;$ 293,47;$ 293,47
MULTA;JYU-1051 - VOLKSWAGEN 8.120;DETRAN MT;"";"";09/02/2024 20:15:00;27/08/2025 13:28:00;27/08/2025 13:28:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;OQB-6A99 - FIAT/STRADA WORKING;DETRAN MT;"";"";08/02/2024 05:14:00;29/08/2025 14:40:00;29/08/2025 14:40:00;$ 880,41;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33172;TRANSITAR/VELOCI SUP A MAXIMA PERMI 50%;1;$ 880,41;$ 880,41
MULTA;QTW4D43 - TOYOTA/HILUX CSLSTM4FD;ATLANTICO COMERCIO ACES;"";"";02/02/2024 13:54:00;30/08/2025 09:08:00;30/08/2025 09:08:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;QTW4D43 - TOYOTA/HILUX CSLSTM4FD;DETRAN MT;"";"";02/02/2024 13:54:00;30/08/2025 09:30:00;30/08/2025 09:30:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;QRD-7I51 - VOLKSWAGEN 11180;DETRAN MT;"";"";18/12/2023 16:27:00;30/08/2025 09:09:00;30/08/2025 09:09:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;QTW4D43 - TOYOTA/HILUX CSLSTM4FD;DETRAN MT;"";"";18/12/2023 16:27:00;30/08/2025 09:31:00;30/08/2025 09:31:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;NVX3C19 - I/TOYOTA HILUX CS4X4CHAS;DETRAN MT;"";"";25/11/2023 08:13:00;28/08/2025 09:08:00;28/08/2025 09:08:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;OQB-6A99 - FIAT/STRADA WORKING;DETRAN MT;"";"";12/11/2023 08:12:00;29/08/2025 14:45:00;29/08/2025 14:45:00;$ 293,47;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33041;AVANCAR SINAL VERMELHO DO SEMAFORO;1;$ 293,47;$ 293,47
MULTA;QBK-1J74 - FORD CARGO 816;DETRAN MT;"";"";08/11/2023 09:49:00;30/08/2025 08:11:00;30/08/2025 08:11:00;$ 293,47;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33117;DIRIGIR VEICULO MANUSEANDO TELEFONE CELULAR;1;$ 293,47;$ 293,47
MULTA;QBK-1J74 - FORD CARGO 816;DETRAN MT;"";"";08/11/2023 09:49:00;30/08/2025 08:13:00;30/08/2025 08:13:00;$ 586,94;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33042;MULTA POR NAO IDENTIFICAÇÃO DO CONDUTOR;1;$ 586,94;$ 586,94
MULTA;QRD-7I51 - VOLKSWAGEN 11180;DETRAN MT;"";"";06/11/2023 16:54:00;30/08/2025 08:50:00;30/08/2025 08:50:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33062;DEIXAR O PASSAG DE USAR CINTO SEGU;1;$ 195,23;$ 195,23
MULTA;CVP1962 - VOLKSWAGEN 8120;DETRAN MT;"";"";09/10/2023 08:57:00;27/08/2025 10:02:00;27/08/2025 10:02:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33058;EM MOVIM DE DIA, DEIX DE MAN LUZ BAIXA SOB;1;$ 130,16;$ 130,16
MULTA;QBK-1J74 - FORD CARGO 816;DETRAN MT;"";"";16/08/2023 08:18:00;30/08/2025 08:18:00;30/08/2025 08:18:00;$ 293,47;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33186;DIRIGIR VEIC C/CNH VENCIDA MAIS DE 30 DIAS;1;$ 293,47;$ 293,47
MULTA;KAH8I62 - HONDA CG 125;DETRAN MT;"";"";01/08/2023 10:06:00;27/08/2025 14:01:00;27/08/2025 14:01:00;$ 293,47;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33070;COND O VEIC REGIS Q/N/ESTEJA/DEVI/LIC;1;$ 293,47;$ 293,47
MULTA;KAH8I62 - HONDA CG 125;DETRAN MT;"";"";01/08/2023 10:02:00;27/08/2025 14:09:00;27/08/2025 14:09:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33071;DEIXAR DE GUARDAR DISTANCIA SEGURANCA LATERAL;1;$ 195,23;$ 195,23
MULTA;QRD-7I51 - VOLKSWAGEN 11180;DETRAN MT;"";"";20/07/2023 13:31:00;30/08/2025 09:12:00;30/08/2025 09:12:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;QTW4D43 - TOYOTA/HILUX CSLSTM4FD;DETRAN MT;"";"";20/07/2023 13:31:00;30/08/2025 09:32:00;30/08/2025 09:32:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;QRD-7I51 - VOLKSWAGEN 11180;DETRAN MT;"";"";30/06/2023 15:17:00;30/08/2025 09:13:00;30/08/2025 09:13:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;QTW4D43 - TOYOTA/HILUX CSLSTM4FD;DETRAN MT;"";"";30/06/2023 15:17:00;30/08/2025 09:33:00;30/08/2025 09:33:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;QRD-7I51 - VOLKSWAGEN 11180;DETRAN MT;"";"";28/06/2023 13:22:00;30/08/2025 09:15:00;30/08/2025 09:15:00;$ 0,00;O
"";Não possui itens 
""
MULTA;QTW4D43 - TOYOTA/HILUX CSLSTM4FD;DETRAN MT;"";"";28/06/2023 13:22:00;30/08/2025 09:34:00;30/08/2025 09:34:00;$ 880,41;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33172;TRANSITAR/VELOCI SUP A MAXIMA PERMI 50%;1;$ 880,41;$ 880,41
MULTA;BAV6C31 - VW/8.160 DRC 4X2;DETRAN MT;"";"";02/06/2023 05:57:00;26/08/2025 15:05:00;26/08/2025 15:05:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;OQB-6A99 - FIAT/STRADA WORKING;DETRAN MT;"";"";04/04/2023 11:38:00;29/08/2025 14:47:00;29/08/2025 14:47:00;$ 293,47;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33041;AVANCAR SINAL VERMELHO DO SEMAFORO;1;$ 293,47;$ 293,47
MULTA;OQB-6A99 - FIAT/STRADA WORKING;DETRAN MT;"";"";04/02/2023 09:04:00;29/08/2025 14:48:00;29/08/2025 14:48:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;OQB-6A99 - FIAT/STRADA WORKING;DETRAN MT;"";"";31/01/2023 14:04:00;29/08/2025 14:50:00;29/08/2025 14:50:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33059;DEIXAR O CONDUTOR DE USAR O CINTO SEGURANÇA;1;$ 195,23;$ 195,23
MULTA;JYU-1051 - VOLKSWAGEN 8.120;DETRAN MT;"";"";21/01/2023 14:07:00;27/08/2025 13:30:00;27/08/2025 13:30:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;LKQ-1G03 - VW/8.120 EURO3;DETRAN MT;"";"";21/01/2023 08:07:00;27/08/2025 15:13:00;27/08/2025 15:13:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33059;DEIXAR O CONDUTOR DE USAR O CINTO SEGURANÇA;1;$ 195,23;$ 195,23
MULTA;LKQ-1G03 - VW/8.120 EURO3;DETRAN MT;"";"";16/01/2023 09:17:00;27/08/2025 15:14:00;27/08/2025 15:14:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33089;DEIXAR O PASSAGEIRO DE USAR O CINTO DE SEG;1;$ 195,23;$ 195,23
MULTA;LKQ-1G03 - VW/8.120 EURO3;DETRAN MT;"";"";16/01/2023 09:17:00;27/08/2025 15:16:00;27/08/2025 15:16:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33059;DEIXAR O CONDUTOR DE USAR O CINTO SEGURANÇA;1;$ 195,23;$ 195,23
MULTA;JYU-1051 - VOLKSWAGEN 8.120;DETRAN MT;"";"";14/01/2023 04:00:00;27/08/2025 13:33:00;27/08/2025 13:33:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;LKQ-1G03 - VW/8.120 EURO3;DETRAN MT;"";"";27/12/2022 14:12:00;27/08/2025 15:18:00;27/08/2025 15:18:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33045;EXECUTAR OPERAÇÃO CONVERSAO EM LOCAL PROIBIDO;1;$ 195,23;$ 195,23
MULTA;QRD-7I51 - VOLKSWAGEN 11180;DETRAN MT;"";"";08/12/2022 08:49:00;30/08/2025 08:53:00;30/08/2025 08:53:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33188;ESTACIONAR NO PASSEIO;1;$ 195,23;$ 195,23
MULTA;QBK-1J74 - FORD CARGO 816;DETRAN MT;"";"";04/12/2022 08:15:00;30/08/2025 08:19:00;30/08/2025 08:19:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;KAH8I62 - HONDA CG 125;DETRAN MT;"";"";12/11/2022 10:50:00;27/08/2025 14:18:00;27/08/2025 14:18:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;QBK-1J74 - FORD CARGO 816;DETRAN MT;"";"";31/10/2022 10:55:00;29/08/2025 15:48:00;29/08/2025 15:48:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33059;DEIXAR O CONDUTOR DE USAR O CINTO SEGURANÇA;1;$ 195,23;$ 195,23
MULTA;OQB-6A99 - FIAT/STRADA WORKING;DETRAN MT;"";"";24/10/2022 16:00:00;29/08/2025 14:52:00;29/08/2025 14:52:00;$ 293,47;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33041;AVANCAR SINAL VERMELHO DO SEMAFORO;1;$ 293,47;$ 293,47
MULTA;"";DETRAN MT;"";"";24/09/2022 16:11:00;29/08/2025 14:57:00;29/08/2025 14:57:00;$ 293,47;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33041;AVANCAR SINAL VERMELHO DO SEMAFORO;1;$ 293,47;$ 293,47
MULTA;QBK-1J74 - FORD CARGO 816;DETRAN MT;"";"";19/09/2022 11:18:00;29/08/2025 15:50:00;29/08/2025 15:50:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;NVX3C19 - I/TOYOTA HILUX CS4X4CHAS;DETRAN MT;"";"";16/09/2022 10:44:00;28/08/2025 09:13:00;28/08/2025 09:13:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;OQB-6A99 - FIAT/STRADA WORKING;DETRAN MT;"";"";10/09/2022 08:55:00;29/08/2025 14:55:00;29/08/2025 14:55:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;CVP1962 - VOLKSWAGEN 8120;DETRAN MT;"";"";16/08/2022 09:10:00;27/08/2025 10:16:00;27/08/2025 10:16:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
